,,Week 9 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Player Name,Team,Opp,Fav,Spread,O/U,Rank,Points,Rank,Points,Yds,Rec,Avg,TD,Yds,Att,Avg,TD
Harold Fannin,Bowling Green,Toledo,BGSU,-,-,1,9.18,1,13.37,60.00,4.19,14.3,0.49,2.22,0.90,2.5,0.00
Colston Loveland,Michigan,MSU,MSU,-,-,2,8.48,3,12.33,57.94,3.85,15.0,0.45,0.00,0.00,0.0,0.00
Oronde Gadsden,Syracuse,Pitt,Syr,-,-,3,8.47,2,13.09,55.09,4.61,12.0,0.49,0.00,0.00,0.0,0.00
Luke Lachey,Iowa,NW,NW,-,-,4,8.18,4,12.30,49.45,4.13,12.0,0.54,0.00,0.00,0.0,0.00
Caden Prieskorn,Mississippi,Okla,Okla,-,-,5,7.81,7,11.01,49.28,3.20,15.4,0.48,0.00,0.00,0.0,0.00
Luke Hasz,Arkansas,MissSt,Ark,-,-,6,7.70,6,11.06,44.27,3.36,13.2,0.55,0.00,0.00,0.0,0.00
Brant Kuithe,Utah,Hou,Utah,-,-,7,7.54,5,11.54,46.64,4.00,11.7,0.48,0.00,0.00,0.0,0.00
RJ Maryland,SMU,Duke,SMU,-,-,8,7.24,8,10.20,41.86,2.97,14.1,0.51,0.00,0.00,0.0,0.00
Grayson Barnes,Northern Illinois,BallSt,NIU,-,-,9,7.00,17,9.32,42.05,2.33,18.0,0.47,0.00,0.00,0.0,0.00
Jack Velling,Michigan State,Mich,MSU,-,-,10,6.79,13,9.56,40.09,2.78,14.4,0.46,0.00,0.00,0.0,0.00
Tyler Warren,Penn State,Wisc,PSU,-,-,11,6.71,15,9.46,37.08,2.75,13.5,0.50,0.00,0.00,0.0,0.00
Holden Willis,Middle Tenn. St,JacSt,MiddTn,-,-,12,6.71,9,10.12,43.25,3.41,12.7,0.40,0.00,0.00,0.0,0.00
Bryson Nesbit,North Carolina,UVa,UNC,-,-,13,6.34,14,9.53,42.67,3.19,13.4,0.34,0.00,0.00,0.0,0.00
Drake Dabney,TCU,TxTch,TxTch,-,-,14,6.33,12,9.58,43.33,3.25,13.3,0.33,0.00,0.00,0.0,0.00
Terrance Ferguson,Oregon,Ill,Ill,-,-,15,6.32,16,9.39,32.60,3.06,10.7,0.51,0.00,0.00,0.0,0.00
Mason Taylor,LSU,TexA&M,LSU,-,-,16,6.17,10,9.92,40.27,3.75,10.7,0.36,0.00,0.00,0.0,0.00
Rivaldo Fairweather,Auburn,Kty,Auburn,-,-,17,5.99,20,8.93,30.53,2.94,10.4,0.49,0.00,0.00,0.0,0.00
John Michael Gyllenborg,Wyoming,UtahSt,UtahSt,-,-,18,5.84,18,9.03,37.67,3.19,11.8,0.34,0.00,0.00,0.0,0.00
Michael Harrison,San Diego State,WashSt,WashSt,-,-,19,5.70,19,8.94,34.81,3.24,10.7,0.37,0.00,0.00,0.0,0.00
Garrett Oakley,Kansas State,Kansas,Kansas,-,-,20,5.70,21,8.65,37.30,2.95,12.6,0.33,0.00,0.00,0.0,0.00
Sam Roush,Stanford,Wake,Wake,-,-,21,5.70,11,9.64,41.40,3.94,10.5,0.26,0.17,0.09,1.9,0.00
Amari Niblack,Texas,Vandy,Tex,-,-,22,5.38,26,8.04,38.75,2.67,14.5,0.25,0.00,0.00,0.0,0.00
Mitchell Evans,Notre Dame,Navy,ND,-,-,23,5.36,24,8.10,34.75,2.75,12.6,0.31,0.00,0.00,0.0,0.00
Seydou Traore,Mississippi State,Ark,Ark,-,-,24,5.36,27,8.03,30.76,2.67,11.5,0.38,0.00,0.00,0.0,0.00
DJ Thomas-Jones,South Alabama,UL-Mon,UL-Mon,-,-,25,5.22,28,7.98,23.62,2.76,8.6,0.48,0.00,0.00,0.0,0.00
Tanner Koziol,Ball State,NIU,NIU,-,-,26,5.18,22,8.61,31.20,3.43,9.1,0.34,0.00,0.00,0.0,0.00
Brett Norfleet,Missouri,Ala,Missou,-,-,27,5.15,30,7.53,26.69,2.38,11.2,0.41,0.00,0.00,0.0,0.00
Anthony Torres,Toledo,BGSU,BGSU,-,-,28,5.13,37,7.18,37.11,2.05,18.1,0.24,0.00,0.00,0.0,0.00
Kole Taylor,West Virginia,Ari,WVU,-,-,29,4.98,29,7.54,35.36,2.56,13.8,0.24,0.00,0.00,0.0,0.00
Corey Dyches,California,OreSt,OreSt,-,-,30,4.97,23,8.46,39.02,3.48,11.2,0.18,0.00,0.00,0.0,0.00
Keanu Hill,BYU,UCF,BYU,-,-,31,4.91,25,8.06,37.96,3.15,12.1,0.19,0.00,0.00,0.0,0.00
Ethan Conner,Troy,ArkSt,Troy,-,-,32,4.85,32,7.47,30.08,2.62,11.5,0.31,0.00,0.00,0.0,0.00
Eli Wilson,Appalachian State,GaSt,GaSt,-,-,33,4.83,34,7.36,27.48,2.52,10.9,0.35,0.00,0.00,0.0,0.00
Dan Villari,Syracuse,Pitt,Syr,-,-,34,4.82,44,6.79,21.51,1.97,10.9,0.26,6.09,1.29,4.7,0.09
Thomas Fidone,Nebraska,OhioSt,Neb,-,-,35,4.70,35,7.28,27.00,2.58,10.5,0.33,0.00,0.00,0.0,0.00
Elijah Arroyo,Miami,FlaSt,FlaSt,-,-,36,4.64,33,7.43,24.09,2.79,8.6,0.37,0.00,0.00,0.0,0.00
Jalin Conyers,Texas Tech,TCU,TxTch,-,-,37,4.54,43,6.86,26.16,2.32,11.3,0.32,0.00,0.00,0.0,0.00
Boden Groen,Rice,UConn,Rice,-,-,38,4.54,31,7.50,31.04,2.96,10.5,0.24,0.00,0.00,0.0,0.00
Mark Redman,Louisville,BC,Lou,-,-,39,4.48,36,7.19,29.35,2.71,10.8,0.26,0.00,0.00,0.0,0.00
Kamari Morales,Boston College,Lou,Lou,-,-,40,4.47,38,7.08,34.26,2.61,13.1,0.17,0.00,0.00,0.0,0.00
Michael Trigg,Baylor,OkSt,OkSt,-,-,41,4.46,40,6.96,29.58,2.50,11.8,0.25,0.00,0.00,0.0,0.00
Bentley Hanshaw,Liberty,KennSt,Lib,-,-,42,4.45,62,5.93,18.43,1.48,12.5,0.43,0.00,0.00,0.0,0.00
Alex Bauman,Tulane,NorTx,Tulane,-,-,43,4.31,51,6.41,20.63,2.10,9.8,0.38,0.00,0.00,0.0,0.00
John Copenhaver,North Carolina,UVa,UNC,-,-,44,4.25,56,6.16,26.18,1.91,13.7,0.27,0.00,0.00,0.0,0.00
Mason Williams,Ohio,Buff,Buff,-,-,45,4.22,46,6.71,26.22,2.49,10.5,0.27,0.00,0.00,0.0,0.00
Jake Newell,Akron,EastMi,EastMi,-,-,46,4.18,39,7.02,25.78,2.84,9.1,0.27,0.00,0.00,0.0,0.00
Randy Pittman,Central Florida,BYU,BYU,-,-,47,4.17,42,6.87,31.30,2.70,11.6,0.17,0.00,0.00,0.0,0.00
Tyler Fromm,Georgia Southern,ODU,GaSo,-,-,48,4.15,52,6.38,24.74,2.23,11.1,0.28,0.00,0.00,0.0,0.00
Sean Brown,Jacksonville State,MiddTn,MiddTn,-,-,49,4.10,72,5.21,20.40,1.11,18.4,0.34,0.00,0.00,0.0,0.00
Joey Beljan,Cincinnati,Colo,Cin,-,-,50,4.07,59,6.02,22.73,1.95,11.7,0.30,0.00,0.00,0.0,0.00
Nicky Dalmolin,Duke,SMU,SMU,-,-,51,4.07,48,6.67,29.49,2.60,11.3,0.19,0.00,0.00,0.0,0.00
Jaxxon Warren,Colorado State,NM,NM,-,-,52,4.07,45,6.73,29.24,2.67,11.0,0.19,0.00,0.00,0.0,0.00
Dominick Mazotti,Massachusetts,Wagner,Wagner,-,-,53,4.02,47,6.69,28.76,2.67,10.8,0.19,0.00,0.00,0.0,0.00
Donovan Green,Texas A&M,LSU,LSU,-,-,54,3.98,60,5.95,24.34,1.97,12.4,0.26,0.00,0.00,0.0,0.00
Colin Weber,UNC Charlotte,Mem,Char,-,-,55,3.98,41,6.90,34.83,2.92,11.9,0.08,0.00,0.00,0.0,0.00
Jack Endries,California,OreSt,OreSt,-,-,56,3.97,50,6.46,29.07,2.49,11.7,0.18,0.00,0.00,0.0,0.00
Preston Howard,Maryland,Minn,MD,-,-,57,3.95,54,6.22,28.55,2.27,12.6,0.18,0.00,0.00,0.0,0.00
Gavin Bartholomew,Pittsburgh,Syr,Syr,-,-,58,3.94,61,5.94,21.40,2.00,10.7,0.30,0.00,0.00,0.0,0.00
Blake Bosma,Western Michigan,KentSt,KentSt,-,-,59,3.94,57,6.03,28.45,2.09,13.6,0.18,0.00,0.00,0.0,0.00
Cameron Hite,Wake Forest,Stan,Wake,-,-,60,3.86,64,5.81,22.76,1.94,11.7,0.26,0.00,0.00,0.0,0.00
Anthony Landphere,Memphis,Char,Char,-,-,61,3.84,55,6.18,20.85,2.34,8.9,0.29,0.00,0.00,0.0,0.00
Manny Stevenson,Arkansas State,Troy,Troy,-,-,62,3.81,49,6.48,20.95,2.67,7.8,0.29,0.00,0.00,0.0,0.00
Eli Stowers,Vanderbilt,Tex,Tex,-,-,63,3.79,65,5.75,21.00,1.95,10.8,0.15,3.45,0.98,3.5,0.08
Luke McGary,Tulsa,Tx-SA,Tx-SA,-,-,64,3.69,76,5.06,18.00,1.37,13.1,0.32,0.00,0.00,0.0,0.00
Jake Boust,Fresno State,SJSU,SJSU,-,-,65,3.62,69,5.52,17.29,1.89,9.1,0.32,0.00,0.00,0.0,0.00
Jared Casey,Kansas,KanSt,Kansas,-,-,66,3.59,67,5.59,20.92,2.00,10.5,0.25,0.00,0.00,0.0,0.00
Broc Lane,Utah State,Wyo,UtahSt,-,-,67,3.54,58,6.02,25.76,2.48,10.4,0.16,0.00,0.00,0.0,0.00
Roberto Miranda,Arizona,WVU,WVU,-,-,68,3.54,68,5.59,21.16,2.05,10.3,0.24,0.00,0.00,0.0,0.00
Sam Olson,Arizona,WVU,WVU,-,-,69,3.53,70,5.43,22.10,1.90,11.6,0.22,0.00,0.00,0.0,0.00
Keleki Latu,Washington,Ind,Wash,-,-,70,3.51,66,5.73,19.63,2.23,8.8,0.26,0.00,0.00,0.0,0.00
Jermaine Terry,Oregon State,Cal,OreSt,-,-,71,3.45,74,5.15,19.86,1.70,11.7,0.24,0.00,0.00,0.0,0.00
Mason Tharp,Texas Tech,TCU,TxTch,-,-,72,3.41,73,5.17,18.18,1.76,10.3,0.26,0.00,0.00,0.0,0.00
Kaleo Ballungay,UNLV,Boise,Boise,-,-,73,3.38,82,4.86,24.89,1.48,16.8,0.15,0.00,0.00,0.0,0.00
Kyle Morlock,Florida State,Mia-Fl,FlaSt,-,-,74,3.37,71,5.27,20.49,1.90,10.8,0.22,0.00,0.00,0.0,0.00
Nick Gallo,Virginia Tech,GaTech,GaTech,-,-,75,3.36,63,5.82,22.73,2.45,9.3,0.18,0.00,0.00,0.0,0.00
Thomas Jewett,Sam Houston,FIU,SamHou,-,-,76,3.31,53,6.35,22.41,3.04,7.4,0.18,0.00,0.00,0.0,0.00
Jake Orlando,Buffalo,Ohio,Buff,-,-,77,3.16,75,5.13,20.34,1.97,10.3,0.19,0.00,0.00,0.0,0.00
Trace Bruckler,New Mexico,ColoSt,NM,-,-,78,3.11,83,4.85,16.89,1.74,9.7,0.24,0.00,0.00,0.0,0.00
Maliq Carr,Houston,Utah,Utah,-,-,79,3.10,78,5.00,17.85,1.90,9.4,0.22,0.00,0.00,0.0,0.00
Kyirin Heath,Southern Miss,JMU,SouMis,-,-,80,3.10,77,5.03,19.35,1.94,10.0,0.19,0.00,0.00,0.0,0.00
Chris Carter,Northern Illinois,BallSt,NIU,-,-,81,3.05,89,4.26,17.64,1.21,14.6,0.21,0.00,0.00,0.0,0.00
Ahmon Green,Georgia State,App,GaSt,-,-,82,3.04,87,4.52,12.59,1.48,8.5,0.30,0.00,0.00,0.0,0.00
Addison Ostrenga,Iowa,NW,NW,-,-,83,2.87,85,4.65,18.97,1.78,10.7,0.16,0.00,0.00,0.0,0.00
Oscar Cardenas,UTSA,Tulsa,Tx-SA,-,-,84,2.81,79,4.93,18.95,2.12,8.9,0.15,0.37,0.15,2.5,0.00
Vince Brown,Colorado State,NM,NM,-,-,85,2.80,81,4.90,18.98,2.10,9.0,0.15,0.00,0.00,0.0,0.00
Cole Spence,Vanderbilt,Tex,Tex,-,-,86,2.77,86,4.61,21.87,1.84,11.9,0.10,0.00,0.00,0.0,0.00
Jake Roberts,Oklahoma,Miss,Okla,-,-,87,2.76,84,4.66,21.60,1.90,11.4,0.10,0.00,0.00,0.0,0.00
Jordan Dingle,Kentucky,Auburn,Auburn,-,-,88,2.75,94,3.95,21.50,1.20,17.9,0.10,0.00,0.00,0.0,0.00
Will Swanson,Kansas State,Kansas,Kansas,-,-,89,2.71,96,3.76,14.42,1.05,13.7,0.21,0.00,0.00,0.0,0.00
Landen King,Utah,Hou,Utah,-,-,90,2.68,93,3.95,14.00,1.26,11.1,0.21,0.21,0.11,1.9,0.00
Andrew Savaiinaea,Nevada,Hawaii,Nevada,-,-,91,2.64,88,4.37,16.89,1.74,9.7,0.16,0.00,0.00,0.0,0.00
Lake McRee,USC,Rut,Rut,-,-,92,2.63,90,4.25,17.08,1.62,10.5,0.15,0.00,0.00,0.0,0.00
Gee Scott,Ohio State,Neb,Neb,-,-,93,2.50,95,3.83,15.00,1.33,11.3,0.17,0.00,0.00,0.0,0.00
CJ Dippre,Alabama,Missou,Missou,-,-,94,2.47,91,4.05,14.67,1.58,9.3,0.17,0.00,0.00,0.0,0.00
Nate Jones,Louisiana Tech,UTEP,UTEP,-,-,95,2.36,80,4.93,22.76,2.58,8.8,0.00,0.80,0.27,3.0,0.00
Tucker Ashcraft,Wisconsin,PSU,PSU,-,-,96,2.35,97,3.71,13.92,1.36,10.2,0.16,0.00,0.00,0.0,0.00
Riley Nowakowski,Wisconsin,PSU,PSU,-,-,97,2.31,99,3.55,11.71,1.24,9.4,0.19,0.00,0.00,0.0,0.00
Casey Kelly,East Carolina,Temple,Temple,-,-,98,2.26,92,3.99,17.84,1.74,10.3,0.08,0.00,0.00,0.0,0.00
Carson Kent,Kennesaw State,Lib,Lib,-,-,99,2.18,100,3.43,16.83,1.25,13.5,0.08,0.00,0.00,0.0,0.00
Zach Horton,Indiana,Wash,Wash,-,-,100,2.14,101,3.39,13.17,1.24,10.6,0.14,0.00,0.00,0.0,0.00
Cooper Mathers,Washington State,SDSU,WashSt,-,-,101,2.12,98,3.63,17.03,1.52,11.2,0.07,0.00,0.00,0.0,0.00
Matt Lauter,Boise State,UNLV,Boise,-,-,102,2.11,112,2.91,9.07,0.80,11.3,0.20,0.00,0.00,0.0,0.00
Andrew Rappleyea,Penn State,Wisc,PSU,-,-,103,2.06,103,3.33,14.32,1.26,11.4,0.11,0.00,0.00,0.0,0.00
Marshall Lang,Northwestern,Iowa,NW,-,-,104,2.00,102,3.36,14.55,1.36,10.7,0.09,0.00,0.00,0.0,0.00
Victor Konopka,Rutgers,USC,Rut,-,-,105,1.96,108,3.11,11.07,1.14,9.7,0.14,0.00,0.00,0.0,0.00
Dylan Wade,Maryland,Minn,MD,-,-,106,1.95,110,3.02,10.23,1.08,9.5,0.15,0.00,0.00,0.0,0.00
Avery Boyd,Georgia Tech,VaTech,GaTech,-,-,107,1.91,121,2.45,7.13,0.53,13.5,0.20,0.00,0.00,0.0,0.00
Sam Hart,Colorado,Cin,Cin,-,-,108,1.89,105,3.22,12.22,1.33,9.2,0.11,0.00,0.00,0.0,0.00
Patrick Herbert,Oregon,Ill,Ill,-,-,109,1.88,119,2.59,10.21,0.71,14.4,0.14,0.00,0.00,0.0,0.00
Jeremiah Franklin,Boston College,Lou,Lou,-,-,110,1.87,113,2.91,12.95,1.05,12.3,0.10,0.00,0.00,0.0,0.00
Rocky Beers,Florida International,SamHou,SamHou,-,-,111,1.81,104,3.29,13.63,1.48,9.2,0.07,0.00,0.00,0.0,0.00
Evan King,Buffalo,Ohio,Buff,-,-,112,1.72,111,2.96,13.03,1.24,10.5,0.07,0.00,0.00,0.0,0.00
Quentin Moore,Washington,Ind,Wash,-,-,113,1.72,106,3.15,11.52,1.43,8.1,0.10,0.00,0.00,0.0,0.00
Tyler Foster,Oklahoma State,Baylor,OkSt,-,-,114,1.68,109,3.06,12.15,1.38,8.8,0.08,0.00,0.00,0.0,0.00
Blake Daniels,Eastern Michigan,Akron,EastMi,-,-,115,1.65,115,2.69,11.68,1.04,11.2,0.08,0.00,0.00,0.0,0.00
Reese Clark,Temple,ECU,Temple,-,-,116,1.64,107,3.13,12.00,1.48,8.1,0.07,0.00,0.00,0.0,0.00
Jace Henry,Nevada,Hawaii,Nevada,-,-,117,1.51,116,2.66,10.86,1.14,9.5,0.07,0.00,0.00,0.0,0.00
Jaleel Skinner,Louisville,BC,Lou,-,-,118,1.51,122,2.14,7.63,0.63,12.1,0.13,0.00,0.00,0.0,0.00
Marlin Klein,Michigan,MSU,MSU,-,-,119,1.47,118,2.61,8.95,1.14,7.9,0.10,0.00,0.00,0.0,0.00
Jalen Butler,Old Dominion,GaSo,GaSo,-,-,120,1.45,114,2.83,9.85,1.38,7.1,0.08,0.00,0.00,0.0,0.00
Jameson Geers,Minnesota,MD,MD,-,-,121,1.44,120,2.54,10.28,1.10,9.3,0.07,0.00,0.00,0.0,0.00
Gunnar Helm,Texas,Vandy,Tex,-,-,122,1.33,123,2.02,8.69,0.69,12.6,0.08,0.00,0.00,0.0,0.00
Jere Getzinger,Eastern Michigan,Akron,EastMi,-,-,123,1.29,117,2.62,7.92,1.33,6.0,0.08,0.00,0.00,0.0,0.00
Brennan Parachek,Michigan State,Mich,MSU,-,-,124,1.27,126,1.85,7.67,0.58,13.2,0.08,0.00,0.00,0.0,0.00
Sackett Wood,Virginia,UNC,UNC,-,-,125,1.23,128,1.79,8.50,0.56,15.2,0.06,0.00,0.00,0.0,0.00
Carson Tabaracci,USC,Rut,Rut,-,-,126,1.21,124,2.01,6.10,0.80,7.6,0.10,0.00,0.00,0.0,0.00
Ty Washington,Arkansas,MissSt,Ark,-,-,127,1.19,125,1.86,7.93,0.67,11.8,0.07,0.00,0.00,0.0,0.00
Tyler Neville,Virginia,UNC,UNC,-,-,128,1.18,127,1.80,8.00,0.63,12.7,0.06,0.00,0.00,0.0,0.00
Josh Kattus,Kentucky,Auburn,Auburn,-,-,129,1.10,133,1.57,7.47,0.47,15.9,0.06,0.00,0.00,0.0,0.00
Khamari Anderson,Kentucky,Auburn,Auburn,-,-,130,1.07,132,1.57,5.67,0.50,11.3,0.08,0.00,0.00,0.0,0.00
Bauer Sharp,Oklahoma,Miss,Okla,-,-,131,1.04,130,1.68,6.82,0.65,10.5,0.06,0.00,0.00,0.0,0.00
Thomas Gordon,Northwestern,Iowa,NW,-,-,132,1.00,129,1.69,6.25,0.69,9.1,0.06,0.00,0.00,0.0,0.00
Trevor Kardell,Kansas,KanSt,Kansas,-,-,133,0.98,131,1.58,5.80,0.60,9.7,0.07,0.00,0.00,0.0,0.00
Preston Daniel,Miami (OH),CentMi,CentMi,-,-,134,0.91,134,1.51,3.10,0.60,5.2,0.10,0.00,0.00,0.0,0.00
Tanner Arkin,Illinois,Oregon,Ill,-,-,135,0.44,135,1.02,4.35,0.59,7.4,0.00,0.00,0.00,0.0,0.00
Sage Ennis,Virginia,UNC,UNC,-,-,136,0.00,138,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Cole Rusk,Illinois,Oregon,Ill,-,-,137,0.00,136,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Brett Seither,Georgia Tech,VaTech,GaTech,-,-,138,0.00,137,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00